"clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","dte_plantation","age_estim","fk_prec_estim","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","long","lat"
"Quartier Remicourt","Auberge de jeunesse",1200,400,150,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30977183683563,49.8545795276735
"Quartier Remicourt","Auberge de jeunesse",1100,200,170,"EN PLACE","Adulte","couronné","gazon","Alignement","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30956311185419,49.8545957441381
"Quartier Remicourt","Auberge de jeunesse",1100,300,180,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",50,10,"Non renseigné","CUPARIgla","VILLE","Conifère","Non",3.30944448978958,49.8545561119047
"Quartier Remicourt","Auberge de jeunesse",300,200,20,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",5,3,"Non renseigné","ACECAMros","VILLE","Feuillu","Non",3.30927082148906,49.8546238204007
"Quartier Remicourt","Auberge de jeunesse",300,200,20,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",5,3,"Non renseigné","ACECAMros","VILLE","Feuillu","Non",3.30914660595862,49.8547838669039
"Quartier Remicourt","Auberge de jeunesse",300,200,20,"Essouché","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",5,3,"2018/03/31 22:00:00+00","ACECAMros","VILLE","Feuillu","Non",3.30904473464343,49.8548087250595
"Quartier Remicourt","Auberge de jeunesse",300,200,20,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",5,3,"Non renseigné","ACECAMros","VILLE","Feuillu","Non",3.30894053631771,49.8548136248876
"Quartier Remicourt","Auberge de jeunesse",400,200,20,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",5,3,"Non renseigné","FAGSYL","VILLE","Feuillu","Non",3.30867425125115,49.8548260641379
"Quartier Remicourt","Auberge de jeunesse",1600,500,135,"EN PLACE","Adulte","semi libre","Revetement non permeable","Isolé","Non","Non renseigné",40,15,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30865059514804,49.8546531998533
"Quartier Remicourt","Auberge de jeunesse",600,200,30,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",10,5,"Non renseigné","SORARIlut","VILLE","Feuillu","Non",3.30776679523832,49.8545726225763
"Quartier Remicourt","Auberge de jeunesse",600,200,15,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",8,5,"Non renseigné","GINBIL","VILLE","Conifère","Non",3.30787750886917,49.8547033144021
"Quartier Remicourt","Auberge de jeunesse",1200,200,180,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",50,15,"Non renseigné","PRUSER","VILLE","Feuillu","Non",3.30810433409971,49.8549041206869
"Quartier Remicourt","Auberge de jeunesse",1600,200,110,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",50,15,"Non renseigné","THUPLI","VILLE","Conifère","Non",3.3080630055812,49.8549095721936
"Quartier Remicourt","Auberge de jeunesse",1600,200,120,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",50,15,"Non renseigné","THUPLI","VILLE","Conifère","Non",3.30803931704766,49.8549135542098
"Quartier Remicourt","Auberge de jeunesse",1600,200,145,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",50,15,"Non renseigné","THUPLI","VILLE","Conifère","Non",3.30807743482169,49.8549245116511
"Quartier Remicourt","Auberge de jeunesse",1400,300,160,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",50,15,"Non renseigné","CUPARIgla","VILLE","Conifère","Non",3.30823818018887,49.8549690298234
"Quartier Remicourt","Auberge de jeunesse",1400,300,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,15,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30829419441136,49.8549296687945
"Quartier Remicourt","Auberge de jeunesse",1400,300,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.3082879708842,49.854903656666
"Quartier Remicourt","Auberge de jeunesse",1400,300,75,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30831228705392,49.8549121526993
"Quartier Remicourt","Auberge de jeunesse",1200,300,65,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30833440089953,49.8549213674593
"Quartier Remicourt","Auberge de jeunesse",1200,300,75,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30833541231463,49.8549063892859
"Quartier Remicourt","Auberge de jeunesse",1400,1000,160,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30833454855042,49.8548543364139
"Quartier Remicourt","Auberge de jeunesse",3000,400,205,"Essouché","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",50,10,"2018/08/31 22:00:00+00","ACESACwie","VILLE","Feuillu","Non",3.30897513546844,49.8554253273506
"Quartier Remicourt","Auberge de jeunesse",1800,400,100,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","PICABI","VILLE","Conifère","Non",3.30952624124926,49.8553640313762
"Quartier Remicourt","Auberge de jeunesse",1800,300,80,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","PICABI","VILLE","Conifère","Non",3.3094975919233,49.8553683827872
"Quartier Remicourt","Auberge de jeunesse",1000,100,50,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,10,"Non renseigné","PICABI","VILLE","Conifère","Non",3.30946526153548,49.855372267395
"Quartier Remicourt","Auberge de jeunesse",1800,300,105,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",25,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30931846620723,49.8554158995055
"Quartier Remicourt","Auberge de jeunesse",1000,500,40,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",25,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30933018089781,49.8554077897607
"Quartier Remicourt","Auberge de jeunesse",1800,300,90,"Essouché","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",25,10,"2018/08/31 22:00:00+00","BETPEN","VILLE","Feuillu","Non",3.30931250000082,49.8554021291534
"Quartier Remicourt","Auberge de jeunesse",1700,400,95,"EN PLACE","Adulte","semi libre","Bande de terre","Isolé","Non","Non renseigné",30,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30929752585486,49.8553579559
"Quartier Remicourt","Auberge de jeunesse",1800,200,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30922081225946,49.8553177419468
"Quartier Remicourt","Auberge de jeunesse",1700,400,95,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30919000123115,49.8553297040595
"Quartier Remicourt","Auberge de jeunesse",1800,300,110,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30919578268872,49.8553130509724
"Quartier Remicourt","Auberge de jeunesse",1600,300,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30915683599256,49.8553169520185
"Quartier Remicourt","Auberge de jeunesse",1600,300,80,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30910459239726,49.8553109049786
"Quartier Remicourt","Auberge de jeunesse",1700,500,115,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30910523498118,49.8552956904217
"Quartier Remicourt","Auberge de jeunesse",1500,200,60,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30913536151469,49.8552922873137
"Quartier Remicourt","Auberge de jeunesse",2500,300,160,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",50,10,"Non renseigné","ULMMIN","VILLE","Feuillu","Non",3.30910794026101,49.8552567012874
"Quartier Remicourt","Auberge de jeunesse",1500,300,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30905936879538,49.8552496942621
"Quartier Remicourt","Auberge de jeunesse",1700,300,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30904964911433,49.8552764999185
"Quartier Remicourt","Auberge de jeunesse",1700,300,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30903207457401,49.8552581236909
"Quartier Remicourt","Auberge de jeunesse",1500,300,130,"EN PLACE","Adulte","semi libre","Bande de terre","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30902416739738,49.8552423958003
"Quartier Remicourt","Auberge de jeunesse",800,300,50,"EN PLACE","Jeune","semi libre","Bande de terre","Groupe","Non","Non renseigné",10,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30895416359417,49.8552176151277
